Previous_Attendance,Timetable,Semester,Holidays,Internal_Exams,Attendance
82.0,32.0,5.0,7.0,4.0,77
92.0,34.0,7.0,3.0,1.0,78
93.0,32.0,3.0,7.0,1.0,81
50.0,40.0,1.0,9.0,3.0,57
79.0,32.0,3.0,10.0,4.0,75
76.0,28.0,3.0,5.0,2.0,66
89.0,26.0,6.0,10.0,2.0,75
55.0,30.0,6.0,11.0,4.0,58
72.0,34.0,5.0,12.0,3.0,71
52.0,37.0,7.0,8.0,4.0,58
83.0,29.0,1.0,10.0,1.0,74
60.0,26.0,6.0,3.0,5.0,59
65.0,39.0,6.0,4.0,2.0,64
97.0,26.0,8.0,10.0,1.0,76
82.0,33.0,3.0,9.0,2.0,66
72.0,25.0,5.0,12.0,2.0,57
67.0,30.0,2.0,5.0,3.0,66
66.0,39.0,1.0,12.0,3.0,67
73.0,26.0,6.0,5.0,3.0,69
97.0,30.0,8.0,9.0,5.0,84
82.0,36.0,5.0,12.0,5.0,81
91.0,31.0,6.0,6.0,3.0,79
59.0,37.0,8.0,5.0,2.0,58
77.0,39.0,8.0,3.0,5.0,79
58.0,26.0,4.0,6.0,4.0,63
69.0,37.0,1.0,11.0,2.0,70
85.0,40.0,1.0,3.0,5.0,84
69.0,26.0,7.0,3.0,5.0,66
67.0,26.0,7.0,12.0,1.0,57
56.0,33.0,2.0,6.0,5.0,61
85.0,32.0,4.0,8.0,2.0,77
84.0,33.0,2.0,11.0,4.0,76
98.0,32.0,7.0,11.0,3.0,88
74.0,40.0,2.0,12.0,2.0,71
69.0,38.0,2.0,7.0,1.0,68
96.0,39.0,3.0,8.0,2.0,93
70.0,34.0,4.0,2.0,4.0,73
74.0,32.0,8.0,12.0,1.0,62
58.0,28.0,6.0,8.0,1.0,60
78.0,39.0,5.0,4.0,1.0,77
81.0,37.0,6.0,5.0,5.0,73
85.0,29.0,6.0,4.0,3.0,83
74.0,36.0,3.0,4.0,4.0,73
88.0,40.0,1.0,9.0,5.0,84
62.0,25.0,6.0,11.0,1.0,47
63.0,30.0,4.0,7.0,5.0,61
68.0,36.0,3.0,7.0,1.0,63
95.0,34.0,1.0,9.0,4.0,87
98.0,25.0,5.0,12.0,2.0,69
96.0,34.0,6.0,6.0,1.0,79
56.0,28.0,8.0,2.0,3.0,52
57.0,27.0,5.0,4.0,5.0,55
89.0,36.0,8.0,8.0,4.0,85
92.0,35.0,2.0,11.0,4.0,85
60.0,26.0,5.0,7.0,2.0,52
53.0,24.0,8.0,7.0,4.0,47
75.0,25.0,4.0,4.0,5.0,71
54.0,25.0,6.0,12.0,3.0,50
83.0,25.0,3.0,5.0,3.0,73
66.0,34.0,6.0,7.0,1.0,59
72.0,33.0,8.0,8.0,2.0,65
90.0,34.0,8.0,4.0,2.0,81
80.0,24.0,2.0,8.0,5.0,75
90.0,35.0,1.0,7.0,5.0,85
87.0,33.0,4.0,7.0,1.0,82
57.0,33.0,8.0,10.0,5.0,63
83.0,40.0,7.0,5.0,1.0,82
91.0,40.0,2.0,8.0,2.0,91
97.0,34.0,5.0,10.0,3.0,83
81.0,24.0,1.0,2.0,1.0,71
91.0,26.0,7.0,7.0,3.0,74
93.0,24.0,5.0,9.0,1.0,81
57.0,38.0,5.0,12.0,1.0,55
70.0,37.0,7.0,9.0,4.0,60
63.0,34.0,3.0,3.0,2.0,65
98.0,30.0,5.0,2.0,1.0,90
96.0,37.0,3.0,11.0,1.0,81
55.0,38.0,3.0,2.0,1.0,58
86.0,30.0,1.0,11.0,3.0,78
87.0,32.0,1.0,7.0,4.0,82
55.0,25.0,1.0,6.0,1.0,52
54.0,37.0,3.0,8.0,2.0,54
52.0,26.0,1.0,10.0,1.0,46
84.0,34.0,1.0,6.0,1.0,74
79.0,24.0,6.0,8.0,2.0,69
61.0,25.0,5.0,3.0,3.0,56
53.0,34.0,1.0,7.0,1.0,56
90.0,25.0,7.0,2.0,2.0,85
81.0,31.0,5.0,6.0,2.0,68
87.0,40.0,2.0,5.0,5.0,85
56.0,25.0,8.0,12.0,4.0,47
85.0,30.0,7.0,7.0,4.0,83
53.0,29.0,7.0,4.0,4.0,49
75.0,29.0,2.0,7.0,4.0,71
82.0,40.0,7.0,6.0,3.0,79
73.0,38.0,1.0,5.0,2.0,75
91.0,35.0,6.0,7.0,5.0,90
92.0,35.0,3.0,9.0,3.0,86
67.0,39.0,7.0,9.0,4.0,66
83.0,24.0,4.0,4.0,2.0,71
50.0,26.0,6.0,6.0,4.0,53
92.0,39.0,1.0,2.0,5.0,89
70.0,32.0,1.0,2.0,3.0,73
64.0,39.0,8.0,8.0,3.0,66
73.0,24.0,4.0,12.0,5.0,64
90.0,26.0,7.0,11.0,5.0,73
62.0,34.0,1.0,3.0,5.0,66
76.0,38.0,7.0,7.0,5.0,78
75.0,24.0,3.0,3.0,1.0,69
51.0,29.0,8.0,11.0,5.0,54
53.0,28.0,3.0,8.0,1.0,53
90.0,37.0,7.0,8.0,4.0,89
55.0,25.0,4.0,3.0,1.0,53
69.0,35.0,8.0,2.0,5.0,75
58.0,32.0,3.0,12.0,1.0,54
85.0,31.0,3.0,3.0,5.0,82
97.0,34.0,3.0,10.0,2.0,84
89.0,35.0,6.0,11.0,3.0,82
97.0,31.0,5.0,7.0,4.0,90
97.0,26.0,6.0,9.0,2.0,80
75.0,26.0,7.0,10.0,1.0,64
94.0,24.0,2.0,12.0,3.0,79
66.0,31.0,5.0,8.0,4.0,67
84.0,28.0,7.0,12.0,5.0,82
98.0,24.0,7.0,5.0,2.0,85
54.0,24.0,1.0,11.0,1.0,43
74.0,31.0,1.0,8.0,4.0,79
51.0,39.0,5.0,2.0,5.0,63
63.0,32.0,8.0,2.0,2.0,63
92.0,39.0,5.0,2.0,5.0,90
56.0,29.0,3.0,8.0,1.0,43
96.0,25.0,3.0,12.0,1.0,78
74.0,25.0,7.0,4.0,4.0,75
90.0,40.0,7.0,5.0,4.0,87
55.0,39.0,6.0,2.0,3.0,64
58.0,26.0,8.0,9.0,4.0,53
56.0,29.0,1.0,8.0,3.0,51
62.0,40.0,4.0,6.0,1.0,56
59.0,37.0,8.0,2.0,5.0,66
59.0,26.0,3.0,12.0,5.0,55
80.0,40.0,8.0,7.0,4.0,75
87.0,40.0,6.0,7.0,4.0,82
65.0,33.0,4.0,4.0,4.0,75
73.0,24.0,7.0,5.0,3.0,68
61.0,36.0,1.0,10.0,2.0,61
61.0,26.0,4.0,11.0,1.0,49
87.0,32.0,6.0,10.0,1.0,75
65.0,39.0,5.0,10.0,4.0,63
67.0,39.0,6.0,10.0,4.0,64
65.0,37.0,3.0,7.0,3.0,61
61.0,24.0,5.0,10.0,1.0,49
68.0,30.0,1.0,5.0,5.0,69
58.0,36.0,2.0,2.0,5.0,68
59.0,34.0,5.0,4.0,4.0,67
86.0,24.0,5.0,6.0,2.0,73
85.0,40.0,2.0,2.0,2.0,88
81.0,28.0,8.0,12.0,3.0,71
59.0,29.0,4.0,6.0,3.0,51
91.0,29.0,3.0,5.0,3.0,86
86.0,39.0,7.0,5.0,2.0,72
55.0,28.0,3.0,12.0,2.0,49
69.0,35.0,2.0,4.0,4.0,73
65.0,29.0,5.0,7.0,5.0,61
57.0,27.0,2.0,2.0,3.0,61
51.0,38.0,1.0,10.0,4.0,63
98.0,34.0,2.0,5.0,2.0,90
73.0,32.0,5.0,10.0,2.0,63
88.0,33.0,2.0,9.0,5.0,87
63.0,36.0,7.0,8.0,5.0,66
79.0,31.0,8.0,7.0,2.0,71
56.0,29.0,6.0,5.0,5.0,62
89.0,25.0,8.0,3.0,5.0,80
52.0,34.0,1.0,9.0,1.0,53
95.0,24.0,4.0,7.0,3.0,83
83.0,40.0,5.0,9.0,5.0,84
58.0,31.0,4.0,8.0,1.0,54
76.0,32.0,2.0,5.0,5.0,75
52.0,27.0,8.0,10.0,5.0,47
59.0,32.0,8.0,11.0,5.0,58
79.0,31.0,6.0,9.0,3.0,74
69.0,39.0,5.0,9.0,1.0,68
90.0,37.0,8.0,10.0,2.0,78
90.0,29.0,5.0,4.0,4.0,81
58.0,40.0,4.0,7.0,3.0,64
89.0,31.0,8.0,7.0,3.0,82
65.0,38.0,6.0,12.0,4.0,63
74.0,25.0,4.0,7.0,5.0,69
90.0,33.0,2.0,6.0,2.0,86
52.0,36.0,7.0,12.0,2.0,52
57.0,30.0,4.0,6.0,3.0,54
57.0,29.0,8.0,3.0,4.0,56
68.0,27.0,8.0,8.0,5.0,65
54.0,33.0,5.0,6.0,5.0,58
92.0,28.0,2.0,9.0,4.0,79
85.0,27.0,3.0,5.0,4.0,73
59.0,25.0,3.0,7.0,5.0,62
63.0,25.0,4.0,12.0,1.0,58
78.0,35.0,5.0,7.0,5.0,76
90.0,36.0,4.0,7.0,5.0,86
54.0,29.0,4.0,12.0,5.0,52
89.0,33.0,5.0,11.0,2.0,81
93.0,27.0,8.0,4.0,1.0,81
51.0,36.0,8.0,10.0,4.0,49
57.0,24.0,3.0,3.0,2.0,47
54.0,39.0,6.0,8.0,3.0,53
61.0,40.0,1.0,8.0,4.0,67
58.0,34.0,5.0,3.0,1.0,56
96.0,27.0,5.0,11.0,3.0,83
91.0,24.0,7.0,10.0,4.0,77
91.0,25.0,5.0,7.0,4.0,80
74.0,39.0,5.0,11.0,1.0,68
70.0,27.0,4.0,10.0,3.0,63
91.0,34.0,4.0,11.0,1.0,78
88.0,30.0,4.0,11.0,1.0,75
97.0,37.0,2.0,4.0,3.0,92
51.0,36.0,4.0,4.0,4.0,58
87.0,35.0,1.0,6.0,1.0,81
53.0,26.0,3.0,3.0,3.0,55
74.0,25.0,2.0,3.0,3.0,68
59.0,34.0,5.0,3.0,4.0,68
60.0,36.0,3.0,3.0,5.0,69
54.0,29.0,2.0,5.0,3.0,58
62.0,30.0,6.0,4.0,1.0,59
55.0,39.0,8.0,10.0,5.0,62
87.0,33.0,5.0,7.0,2.0,82
86.0,32.0,3.0,7.0,5.0,82
92.0,36.0,2.0,6.0,3.0,88
78.0,37.0,8.0,2.0,4.0,77
97.0,35.0,8.0,11.0,2.0,84
83.0,31.0,6.0,12.0,2.0,73
98.0,34.0,6.0,12.0,3.0,86
88.0,29.0,3.0,6.0,5.0,81
71.0,39.0,7.0,6.0,1.0,72
95.0,34.0,4.0,9.0,3.0,89
83.0,31.0,2.0,6.0,2.0,76
92.0,28.0,3.0,7.0,1.0,82
77.0,38.0,8.0,3.0,2.0,72
92.0,34.0,3.0,11.0,3.0,80
84.0,37.0,1.0,4.0,5.0,83
72.0,39.0,3.0,12.0,1.0,66
72.0,35.0,6.0,6.0,1.0,64
59.0,29.0,7.0,11.0,2.0,53
71.0,40.0,7.0,11.0,5.0,69
72.0,32.0,5.0,9.0,1.0,66
93.0,37.0,5.0,11.0,2.0,86
65.0,30.0,4.0,9.0,4.0,62
59.0,25.0,7.0,11.0,3.0,62
67.0,36.0,2.0,6.0,2.0,64
61.0,25.0,5.0,9.0,2.0,52
94.0,35.0,2.0,3.0,4.0,89
95.0,32.0,3.0,7.0,3.0,89
70.0,34.0,1.0,6.0,2.0,64
65.0,30.0,8.0,7.0,1.0,61
52.0,35.0,6.0,9.0,2.0,55
97.0,34.0,1.0,5.0,5.0,85
95.0,37.0,4.0,8.0,3.0,89
66.0,38.0,5.0,7.0,1.0,63
51.0,34.0,7.0,2.0,2.0,56
92.0,34.0,8.0,2.0,3.0,87
80.0,24.0,1.0,5.0,5.0,78
97.0,25.0,4.0,3.0,2.0,87
73.0,25.0,5.0,4.0,4.0,69
78.0,39.0,2.0,3.0,4.0,82
52.0,30.0,6.0,4.0,4.0,59
96.0,31.0,3.0,6.0,4.0,87
50.0,34.0,1.0,9.0,5.0,58
86.0,32.0,1.0,5.0,4.0,82
90.0,30.0,7.0,11.0,2.0,73
85.0,37.0,1.0,6.0,2.0,80
90.0,30.0,5.0,11.0,3.0,69
67.0,32.0,7.0,11.0,5.0,65
55.0,36.0,3.0,2.0,5.0,65
60.0,34.0,3.0,5.0,2.0,65
96.0,40.0,6.0,6.0,3.0,92
76.0,37.0,4.0,8.0,3.0,76
86.0,24.0,5.0,6.0,5.0,76
83.0,36.0,3.0,10.0,4.0,78
74.0,28.0,8.0,12.0,3.0,65
79.0,36.0,7.0,4.0,5.0,79
82.0,33.0,7.0,12.0,2.0,66
82.0,33.0,3.0,8.0,2.0,81
56.0,38.0,5.0,9.0,1.0,60
97.0,29.0,6.0,6.0,2.0,82
67.0,33.0,6.0,11.0,3.0,66
54.0,29.0,2.0,12.0,3.0,53
97.0,32.0,3.0,5.0,2.0,89
85.0,35.0,8.0,8.0,5.0,86
67.0,30.0,3.0,7.0,1.0,67
87.0,40.0,6.0,3.0,5.0,88
93.0,31.0,7.0,8.0,4.0,83
55.0,40.0,6.0,3.0,3.0,59
70.0,39.0,4.0,2.0,4.0,69
78.0,38.0,5.0,7.0,5.0,84
58.0,24.0,1.0,11.0,5.0,55
68.0,38.0,1.0,5.0,3.0,68
84.0,37.0,8.0,11.0,5.0,78
60.0,34.0,4.0,10.0,4.0,54
66.0,24.0,8.0,12.0,4.0,62
59.0,29.0,8.0,4.0,3.0,53
58.0,40.0,8.0,12.0,5.0,64
87.0,38.0,2.0,10.0,3.0,79
85.0,38.0,4.0,12.0,2.0,75
67.0,28.0,1.0,10.0,3.0,59
70.0,27.0,8.0,5.0,3.0,61
77.0,26.0,6.0,11.0,3.0,66
62.0,24.0,3.0,5.0,1.0,60
72.0,29.0,6.0,5.0,4.0,71
60.0,33.0,1.0,6.0,3.0,55
92.0,27.0,2.0,4.0,5.0,87
77.0,28.0,3.0,5.0,3.0,72
55.0,30.0,6.0,8.0,1.0,53
86.0,31.0,7.0,3.0,5.0,81
92.0,29.0,3.0,9.0,4.0,78
69.0,34.0,5.0,6.0,3.0,65
95.0,32.0,2.0,2.0,4.0,89
57.0,34.0,7.0,11.0,2.0,55
62.0,30.0,3.0,7.0,5.0,61
69.0,32.0,8.0,5.0,5.0,69
51.0,24.0,7.0,12.0,3.0,46
71.0,37.0,4.0,8.0,2.0,66
90.0,28.0,6.0,10.0,1.0,74
82.0,32.0,1.0,11.0,1.0,70
92.0,34.0,4.0,3.0,4.0,93
69.0,39.0,4.0,3.0,5.0,75
75.0,29.0,5.0,3.0,5.0,73
85.0,36.0,6.0,4.0,5.0,84
57.0,40.0,2.0,11.0,3.0,56
61.0,35.0,6.0,6.0,1.0,57
52.0,31.0,8.0,4.0,2.0,50
58.0,31.0,4.0,2.0,3.0,57
97.0,33.0,2.0,10.0,3.0,91
73.0,38.0,5.0,5.0,1.0,71
73.0,40.0,1.0,2.0,3.0,86
